1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
smmsp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
equip: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
securcorp01: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sbwoo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
w9onsbl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hotwebcenter: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
johnsconsulting2345: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mjugagvpz2h0pte: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ackraaaaaaaa0a0aaaaaaadbfaaaaaaaabgmaaa0aaaa2xqaaaaaaadqdqaaaaaaaewmaaaaaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zomx28505: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
conoco: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
noexperience: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
imweldq19quk9gsuxfaaeb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
850brbf9054xgta4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2oj3rjpqcx2k82j: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rjdcghd4qxe88dwzxf6jn8nhb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pbafr7bxvn8l2m4jpamjqdw3sqxuf4wbgkmylabshufcsett7ka2fqvgcip7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8f02543f9e: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lunch: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
g6q5ro427296: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205071026: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aicpaaaaadaaaaaaaaaagaaaaicpaaaaadaaaaaaaaaagaaaaicpaaaaadaaaaaaaaaagaaaaicp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pcptu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ga2mplyy6vp2hsbegz3hsalfsfuunrgut0klcy3tu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
knology: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
hhjvjjg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
211vdmv8083pwko2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jthomason: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n6gdr08723: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
promulgate: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0ukuitb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8kyg8z2gdbwdr2kkenytoxwuk3esc3sequzgbpsqzo4xhcqt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
625zbft8017tpml55: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
showcasing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
x11: 1 	P(word|spam): 0.000001 	P(spam|word): 0.035783
cacheflow: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
52024: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4b3wpd01741: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4stvufnf5jl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20010806: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20010803: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bgtyu88: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
speculators: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
comwith: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
elizabeth: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
00002240: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqo8l1repjxurcbxsurusd0imtaipg0kpfa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2elearn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eumailbox: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3dak: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
14195: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hamptoninn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
odlwwh7s: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3daz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
inaction: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rl8pbr6uv5ruuvdhnnfqazxvemlwo9n8v: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gypsyhawke: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uuhjqi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bayer: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9cpjwvud4ncjxq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aa4nxgzmfgaodv4mwaaaaacenkfabhshqaaaxd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
idz0r9qce7frvrkl5vl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xchangeservertvlscj000034bc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
liwwaqsytialgobfmbaumxokeotlqqhes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
funky: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
douglassmith2004: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iphrpsp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a737207f013c: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zs8ncji4nzb4dglhmi02njlqzunqnjk1nhj2d0m2lti2ovz2cwg3mdkytkts: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a9uygqhsarny9ytrybbxltankp5pwiu2y0gz8aesli5dcowrpcdk9gktyrjvzm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc90cj4ndqo8l3rhymxl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9b2eb130: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
15igpb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0000436720dc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
poundings: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jalc32: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
41b8c294098: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ignyzwrpdcbjyxjkigludgvyzxn0iglzig5vdc48yni: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cmvwb3j0ig9uifvubgvhzgvkiedhc29saw5lic0gu3vtbwvyidiwmdiujm5i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
640z: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
esiear: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3yh4cdyvhhieys: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cjcragun: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6h7m0q26770: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zw50libjvcbjuybvucbutybzt1ugtk9xicencg0kpt09pt09pt09pt09pu1p: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
serves: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
6400: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
goddesses: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv2kuxv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
index17: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
spinosae: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
deb212940e4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
phnwyw4ncnn0ewxlpsdmb250lwzhbwlsetq3c7ltqfrf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ica8yni: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aoz4u7wayhsvekvsjl2r19svef33mw5aaqqrtaxitonu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
anyways: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
fullyautomated: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d142: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d141: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b9vhzzwvcnu4nncpf05n6al0kbs5nknpt8k5vjbon3jop: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pjxmb250ignvbg9ypsijy2m2nmzmij6zzktoq0vbclw4rsm2otwvzm9udd48l2i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
himself: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
20i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
moncelon: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g47aqj232117: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dghlig5lehqgmibtb250ahmncmfmdgvyihroyxqgssbtywrligegdg90ywwg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zmyipg0kicagkizuynnwoyagmsbcb3r0bgugb2ygqmxhy2sgaw5rpgjypg0k: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vestments: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
towin: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zmlszt0vcgfnzs9pdgvtcgfnzxy0l2l0zw1wywdllnnwbczwcm9ksuq9mtqw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jm5ic3a7pc90zd4nciag: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
thonline: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9hpib0bybmawxsig91dcbhihf1awnrigzvcm0uiflvdxigcmvxdwvzdcb3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vuxzfqfd9whelen1jmyle: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zrmdg2wyz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
betd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iyvofhjaatcih1ierzvdhewioi1gazagajzajerua1kgaqpwb6oyjuqybbawoftcqd3qadpoaaeq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aci4ceyzjyzwpjaar9mnviifyjli7a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shop4u: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
compounds: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
vkp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wcwfvu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
psc09: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
alarming: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
dqonckzvcib0agugd29tzw46dqoqq3vycmvudgx5lcb0agvyzsbhcmugmti2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a4u667: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shielding: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
49aac44142: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
amcawtuvg7dbbgidikszxw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a7t: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a7r: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
chrisv7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6531c7d2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qxjpyww7iexfvfrfui1tuefdsu5hoiatmc4ynxb0oybtc28tymlkas1mb250lwzhbwlsetog: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ginaxyz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a7c: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
reek: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bstnmaco: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
g6p6dmi5066664: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pjxmb250igzhy2u9ikfyawfslcbizwx2zxrpy2esihnhbnmtc2vyawyiignv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
40770f1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wautuxv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ceremonies: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
pt09pt09pt09pt09pt09pt09pt09pt0nck9srevsiflpvvigukvqt1juuybu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
enthusiasm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
publicservice1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ges: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nethorizons: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogicagica8dgfibgugy2vsbhbhzgrpbmc9ijiiignlbgxzcgfjaw5npsiy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
paolo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rb1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g449ubu09966: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gee: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
chiropractor: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
comyou: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
raymondo66: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
13017516: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vkc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vkhehrhnygrhfgolrckpvffrkrrhipuwo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
client197: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10750: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10751: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaaabuaaaaaaaaaaaaaaaaaaaaadaaaayqbemqeaaaafiqbswybaaaaysqban0aabykarckaulm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
y3q9rgvszxrlig15igvtywlsiefkzhjlc3mhiseipjxgt05udqpjb2xvcj0jnjy2njy2ihnp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0cb01ad7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fjknbj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mvwbc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
raa18018: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
seat: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagb24gienelvjptszuynnwoya8yni: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20muscle: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9velizy1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
utm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
epcserver: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2ekf9zaf88ja: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8aaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ca3b0440fc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
infineon: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z6hyxn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
smtp0201: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
retb01header: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000071305ed3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kif8i8fkgf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
spartan: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pllvdxigqwnjb3vuddwvyt4gfcandqogidxhighyzwy9imh0dha6ly93d3cu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqo8l2rpdj4ncjxocibzaxplpsixij4ncjxwigfsawdupsjjzw50zxiiihn0ewxl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0000700459a1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
70m2if: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wdzeppc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
40917: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bzjd30evtiyklwuemjgway: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
brrcv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d009004000010: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6tmwqq24130: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
restroom: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
dcbpcw0kc2ltcgx5ihnvig5vig9uzsbjyw4gu0vfihrozxjliglzig1vbmv5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gmwjpc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7me: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bgvzywxlc3bvcnrzl3bhz2uuahrtbd9tb2rlpwl0zw1wywdljmzpbgu9l3bh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9c5d4440f0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ndzx6fddgzsduftr3pcp5yvz9df6n6sxarhb031t: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
firewall: 1 	P(word|spam): 0.000001 	P(spam|word): 0.051897
g4bloie07594: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xaa28567: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pacifier: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8heigekegqaza9yafnkuo85ww02k0crqorhitbaqa2v1keyoxhn1iajd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
00002cef2326: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tuning: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
288353: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
n7g2zols4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ckhaw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wfb504: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8haaaaigaaacmaaaakaaaajqaaacyaaaanaaaakaaaackaaaaqaaaakwaaacwaaaat: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
21784: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
htptys6jsg2y5onzz8yhd6jkntpvzsskwlmmxnqyqvohqqlkvfdggtmzzqs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d09886w: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b3j0cy9izwxvd3dob2xlc2fszxnwb3j0cy9wywdllmh0bww: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uumzswdku: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tgv0dqogicagicagihvzigrvihrozsbzag9wcgluzybmb3igew91: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fwilgc84tl5ep4cmrgfvdfwzgkn8naq90fnezaavw8jzie7usg3clu2umo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yapnpv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lnr3lyi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rxvk6q90r96samx6zaji2a8oujag8muf7ntf8kfcnte2lkwnx0aic4t7x1cp5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1104: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
muwspro: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
investigating: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ff8000: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a304711410e: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4cvhukf8zt7h: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
m3jv5jykuw1ffafsgmbdno00nahit8gjfkhz3wjrclfu0jiqplrakkh1rlknvqry9127ilwpm5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ygqhgqptdb1xlofishqi7aw7mgz2d9u3wnh2njzhewjq1lezeiptb94jssvreoldbte68zgb2rwd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ciagicagicagicagicagidxmb250ignvbg9ypsijmznmzjmzij4gicagie9u: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqo8cd6qurhnwoeyeqnaouolabuhre: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
loosing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
internationa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dalone: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zxcgum9tyw47ig1zby1hbnnplwxhbmd1ywdloibfti1vuzsgbxnvlwzhcmvh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20010628023753: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
acagihlvdxigchjvzhvjdcegvghlihzpzgvvienelvjptsb3yxmgysbncmvh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
formulations: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b0001307879: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9720647819: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
isxqeyyn0xads: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4d686440c9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g5a5bcg23996: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ifro1ctcr9zdh1j7nb9w3l3fcwxg5fduxqpw1e6dbxjpmfpsvvb5mkjnnik2n: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ivborw0kggoaaaansuheugaaahma: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
extremezone: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nc3bxlbkhbjhn7idok2hrytpvc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bwfnzxmvqk1hcnjvdy5nawyiigfsdd0iiib3awr0ad0imziiighlawdodd0i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oasisol: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vstorelibrary: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mty4oc9zyl9mb290zxiuz2lmiib3awr0ad0xndygagvpz2h0pte1pjwvdgq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z064220225: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jcqkjcqkjcqkjcqkjcqkjcqkjcqkja0kdqpjzib5b3ugd291bgqgbglrzsb0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
identifiers: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
mucheasier: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
boney: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nmzmij6myad9pc9mb250pjwvyj48l3a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kgshm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cokxwej: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaaaaaaaaaaaaaaaaaaaaaaaaaa0goaaaaaaaceeaaaaaaaaewmaaceaqaatawaaaaaaaaaaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6j6vlj31351: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1oy5fxyq7fudrf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pissing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
iiy2urybsxklrl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b5l: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
931tqbp7290krag6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4bcxhe22263: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cmarieosu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jbouxmnfqqvylg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kfonj6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
abilitys: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z9q: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mqueue1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8de38bc5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
u2vj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aacqaaaafwaaajgaaaalaaaaoaaaabaaaacoaaaaewaaalaaaaawaaaauaaaaa0aaadaaaaadaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
puffy20063: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
exposureto: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sight5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
es5jb20vaw1hz2vzl3n0ewxll1nhawxib2f0l3npz25fz3vlc3rib29rlmdp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
29f9911410e: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sight1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ugwhbigp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
355dbae0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z5jdvqr0djuou0frl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kq78xd8dlkarhacpeh6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
if8l: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vdqwlitvkitqaasntr3rxsyvy8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nomorel: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207241115: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
28c8244103: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nicamente: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oison: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
minimu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b0783: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mm34hxt2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nxr6vz1d: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6lmqkct076963: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dsepbcastparpddknaqcl16: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mrwhazsnff2es71mlxvkarfy6dr2x0h: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tnt24: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
