977808
com: 17127 	P(word|ham): 0.017516 	P(ham|word): 0.748740
eaa25713: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pies: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
uke838gk1dzvj4cuoa4p: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dsjpkvj: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
prudish: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dfcb4441f1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0b7064418d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pixmaps: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d5d2613c5: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa29352: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ce672440e8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
evaluate: 1 	P(word|ham): 0.000001 	P(ham|word): 0.963335
xterm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kaa12740: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
avien: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
overriding: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
99ed0440c9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
strife: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
immunization: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
subverted: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
doherty: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
226823: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
brakes: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
apriori: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
59159440dd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pathetically: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
trendy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3d3c765f: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7lc87z23405: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7balwb30227: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6jfy4p01691: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
126d3440e7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
exceeding: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
civilization: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
xaa01915: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa05911: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8f8e943c43: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
200207312311: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa28005: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f888: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7kmsmz26863: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
523d8294152: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17cqft: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
troops: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
cigarette: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
pains: 1 	P(word|ham): 0.000001 	P(ham|word): 0.978714
f39: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jjacgnn0vhlsb5boceb0aabxeqmhbgkbqauqauad8gtyy3rscreayhmksi: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ensue: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mhcer29632: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7a2h6218198: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6s4d4i19338: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gmpvihskkyspvlmdxbwg8ktgjoos28nw8vbpvbuuc1om7p4llhyyhc7dv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
perp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79ej8b06055: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17eppu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
crapped: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ceremonies: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
vsa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5050604: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7dbese29064: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
04843440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17zaoz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dteste: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
nttp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7d0shb11435: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3276c440f1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g72969213858: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0003et: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pwmpsxlqoa6nfpdn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3brwoi0bfm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
critiques: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
evan: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
critiqued: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17huer: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
downtown: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
defanging: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.977674
gr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.989953
gg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
45411e508: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ge: 1 	P(word|ham): 0.000001 	P(ham|word): 0.979662
gc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
su8avwhpez8d778e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
estimaient: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
i7jxbzyy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020725064115: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6vfobd15107: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7jln2j06821: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
03def43c5a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
g2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1793: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
octr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1796: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rafi: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
90d8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
underscore: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
demonstratory: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
23univ: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dlnynuzxboaaxilz9argo4wfmwq: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oddball: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
punishing: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
k7gsamlpkddjumn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79j90j05150: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
clich: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
edifice: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
collins: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
upcu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79dmib02818: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pipline: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7gdl5j20471: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
m2znwitp9d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1027528456: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1103040886: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
outgoing3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
likened: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bites: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1241: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
repel: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
plaisanterie: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
miocene: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
proscriptive: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
stupider: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kaa29690: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
manipulate: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c5583294133: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fc98: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6n2r2c06673: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
homemaker: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
confiendnce: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
saa19711: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ge27461: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
westerberg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
worldbuilding: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
statutes: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aa2004348: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c9vj0yfry89b: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6onjc415643: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6jdouj01497: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
vaa24947: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
df55a440d0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17eg5o: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
oaa29271: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d562b294150: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g716nn200354: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
archer: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
256489: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mhd5432336: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
006a1da4a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
inhibitor: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4e84d44143: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
escaped: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
gabber: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
vibber: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ambivalence: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hashed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79ejpb06088: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
secretservice: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
spelling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
paa32650: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
alonmg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paas: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
batronix: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
imitations: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tilt: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
goshen: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b0000249651: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0002ae: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
2657: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aaa02250: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
giraudoux: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6slu6i24859: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
newsweek: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
subversive: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
blake: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
exclusion: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
pixel: 1 	P(word|ham): 0.000001 	P(ham|word): 0.985928
oaa13640: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9062: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7jmwuz11875: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5060201: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
yelsew: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
22843: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
guten: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
it4lfim9obtwmdm6w: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cuba: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
toliman: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020809231718: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lalala: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
secretly: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
m2wurmtnr6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3d539dda: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7jkabl02464: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
activist: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wich: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
540e7c00ce0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
31241: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0x078b5151: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
negros: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
raa21810: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jffs2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ecx: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
diminished: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ofeglpgpchpacfljpaileebpebaa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ee941440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
006601c23d59: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cllxap: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
succeeds: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mfwgy14554: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
k1hdmg9jmrassmaj9zlr8ulek1dz5gopcyo0gyi9yevacgqvj1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007kn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007kd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007ka: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
soqep7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
merrier: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1029965634785: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa14582: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
qmrgfkk1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020801062110: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
13c2343c37: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
04828: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
neopolitannetworks: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa05178: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9020600: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
distinguishes: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
565a1de4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
earthman: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
01c2415d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sultry: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c81874412e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
taa24104: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6cee5440f3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
torment: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
goodie: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unadulterated: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0x80cd1eb0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
visor: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
tshirts: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a758629409d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aaa05762: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
demise: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
oaa03254: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cockney: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa31883: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
giif8bcuwxv7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
acclimatise: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7ghw37s015170: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unconfigured: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
reprehensible: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
kiddie: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unfathomable: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
newyork1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
envy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
36ace1c39a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6niez714044: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
34ffy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gradual: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lzwi: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g75mb9k29691: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
738ee2940a6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dpy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g73gjdv20020: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8b09: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
935e144105: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6367c294098: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6a0c7440d4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
funet: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
41377440d2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kaa30294: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
copland: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
qmrgfkkv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7lcppz24231: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a8413: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lua: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
naa21163: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3070104: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
nutritious: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
munching: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
delphi91: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3dcaption: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007iy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
interpretations: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0020723: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
80532440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
378692940e2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
14285: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wilensky: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8213: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8212: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bb946440a8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f23d2294098: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
disintegrate: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7e8qbw02327: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
002601c23f17: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b072e3f57a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
56517: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17chvu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
contexts: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
78b4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa24416: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dataplore: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xaa01767: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
resident: 1 	P(word|ham): 0.000001 	P(ham|word): 0.972247
admining: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iuq5q4rnvlahpcp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7gafsj19982: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020808155657: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rightfully: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
ag9rh2wvgvwbew3fbu9v: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1f87d2940aa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bzip2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6ogda426649: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
polywog: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
000081: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
paycheck: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
1400x2800: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
uzcrzwxauymsrrpr4dh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa31011: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bablokb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lseek: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17fc7440c9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
underdog: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007vh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6020102: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bcc8843c5d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020813140726: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17hcti: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ad866440d9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7jbtb620900: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
m3sn2fus8w: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
distress: 1 	P(word|ham): 0.000001 	P(ham|word): 0.968408
0ca5e3f15a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ess: 1 	P(word|ham): 0.000001 	P(ham|word): 0.970452
5ffe92940a7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7hbjs628955: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
baa16217: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mfht902175: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fats: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
260: 1 	P(word|ham): 0.000001 	P(ham|word): 0.976526
2b5be40673: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
onmouseover: 1 	P(word|ham): 0.000001 	P(ham|word): 0.991124
286228: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
prominent: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
27dba4406d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
93d51400ea: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
adabas: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1028070983: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fiters: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lends: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0001dp: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0008pv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17bipu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0001dd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
tj: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
netahtml: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
65298440cc: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa31931: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b52c2242: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
medieval: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
chokey: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
industrious: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6o108q0024176: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jcpm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cburgess: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8d5622b31d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
633544: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ba13a43c41: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
b6663294160: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
h0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17emmx: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
secretive: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
86d1144128: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
q8nvmw: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
daniels: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
